auction_id,bidder_id,organization_type,budget_million_usd,priority_level,urgency_score,mission_type,technical_readiness,payload_mass_kg,time_sensitivity_days,strategic_importance,risk_factor,previous_launches,reliability_score,auction_date,launch_window_date,n_competitors,composite_score,is_winner,rank,budget_per_kg,urgency_time_ratio,readiness_reliability,priority_numeric,org_type_numeric
169,BID_169_0,Military,49.94,High,6,Technology Demonstration,8,2039,135,9,9,36,0.97,2026-05-07,2026-07-07,3,0.77,1,1.0,24492.39823442864,0.044444444444444446,0.776,3,5
169,BID_169_1,Commercial,20.34,Low,5,Emergency Response,10,3119,35,10,8,44,0.964,2026-05-07,2026-07-07,3,0.4868221866239487,0,3.0,6521.3209361975,0.14285714285714285,0.964,1,1
169,BID_169_2,Military,34.4,High,8,Emergency Response,9,740,140,6,4,30,0.989,2026-05-07,2026-07-07,3,0.7372066479775732,0,2.0,46486.48648648649,0.05714285714285714,0.8901,3,5
170,BID_170_0,Military,46.21,High,10,Weather Monitoring,9,532,94,6,8,29,0.944,2027-01-17,2027-04-15,2,0.835,0,2.0,86860.9022556391,0.10638297872340426,0.8496,3,5
170,BID_170_1,Emergency,30.37,Critical,10,GPS,8,2991,82,7,1,44,1.0,2027-01-17,2027-04-15,2,0.8593042631465051,1,1.0,10153.79471748579,0.12195121951219512,0.8,4,4
171,BID_171_0,Commercial,13.36,Low,4,Technology Demonstration,6,4792,20,5,10,1,0.596,2026-11-16,2026-12-26,4,0.4341139240506329,0,4.0,2787.9799666110184,0.2,0.3576,1,1
171,BID_171_1,Commercial,19.75,Low,2,Defense,5,2376,71,3,10,17,0.753,2026-11-16,2026-12-26,4,0.44499999999999995,0,3.0,8312.289562289563,0.028169014084507043,0.3765,1,1
171,BID_171_2,Government,12.21,Medium,5,ISS Resupply,9,1530,158,9,6,11,0.688,2026-11-16,2026-12-26,4,0.6045569620253165,1,1.0,7980.392156862745,0.03164556962025317,0.6192,2,3
171,BID_171_3,Research,6.45,Medium,6,Scientific Research,9,371,94,2,3,38,1.0,2026-11-16,2026-12-26,4,0.4966455696202532,0,2.0,17385.44474393531,0.06382978723404255,0.9,2,2
172,BID_172_0,Emergency,19.67,Critical,8,Emergency Response,10,1470,60,8,1,41,0.989,2026-10-12,2026-12-10,3,0.784083215796897,0,2.0,13380.952380952382,0.13333333333333333,0.989,4,4
172,BID_172_1,Commercial,5.84,Low,1,Scientific Research,8,3366,128,5,8,47,1.0,2026-10-12,2026-12-10,3,0.2644176909127544,0,3.0,1734.9970291146763,0.0078125,0.8,1,1
172,BID_172_2,Military,49.63,High,7,Earth Observation,10,3295,128,7,9,27,0.774,2026-10-12,2026-12-10,3,0.7899999999999999,1,1.0,15062.215477996966,0.0546875,0.774,3,5
173,BID_173_0,Military,31.53,High,6,ISS Resupply,9,2998,117,8,6,17,0.75,2026-08-15,2026-10-01,5,0.7849999999999999,1,1.0,10517.011340893929,0.05128205128205128,0.675,3,5
173,BID_173_1,Commercial,9.37,High,3,Technology Demonstration,8,3877,179,4,10,49,1.0,2026-08-15,2026-10-01,5,0.4792943228671107,0,4.0,2416.817126644313,0.01675977653631285,0.8,3,1
173,BID_173_2,Government,25.73,Low,10,Scientific Research,7,4586,9,6,1,26,0.789,2026-08-15,2026-10-01,5,0.6540120520139551,0,2.0,5610.553859572612,1.1111111111111112,0.5523,1,3
173,BID_173_3,Commercial,13.35,Medium,4,GPS,6,2420,71,4,1,1,0.696,2026-08-15,2026-10-01,5,0.4808515699333968,0,3.0,5516.528925619835,0.056338028169014086,0.41759999999999997,2,1
173,BID_173_4,Commercial,23.89,Low,5,Communications,9,1097,37,2,10,8,0.693,2026-08-15,2026-10-01,5,0.47442277196320964,0,5.0,21777.575205104833,0.13513513513513514,0.6236999999999999,1,1
174,BID_174_0,Government,22.27,Medium,7,Emergency Response,10,720,170,8,7,44,1.0,2026-03-29,2026-04-28,3,0.6717035546613012,0,3.0,30930.555555555555,0.041176470588235294,1.0,2,3
174,BID_174_1,Government,29.82,Medium,7,Scientific Research,5,2371,22,9,6,3,0.607,2026-03-29,2026-04-28,3,0.7000000000000001,0,2.0,12576.971741881063,0.3181818181818182,0.3035,2,3
174,BID_174_2,Government,28.85,High,6,Emergency Response,5,4128,58,9,3,41,1.0,2026-03-29,2026-04-28,3,0.7618678739101274,1,1.0,6988.856589147287,0.10344827586206896,0.5,3,3
175,BID_175_0,Research,10.29,Medium,7,ISS Resupply,8,2221,33,1,2,4,0.711,2026-11-04,2027-01-05,3,0.5960780287474332,0,3.0,4633.048176497074,0.21212121212121213,0.5688,2,2
175,BID_175_1,Government,14.61,Medium,8,Satellite Deployment,8,1319,174,6,7,17,0.715,2026-11-04,2027-01-05,3,0.7150000000000002,1,1.0,11076.573161485974,0.04597701149425287,0.572,2,3
175,BID_175_2,Government,14.41,Medium,8,Technology Demonstration,5,4322,132,9,7,46,1.0,2026-11-04,2027-01-05,3,0.711577686516085,0,2.0,3334.1045812124016,0.06060606060606061,0.5,2,3
176,BID_176_0,Commercial,20.59,Low,4,Emergency Response,5,4746,144,6,6,43,1.0,2026-11-04,2026-12-09,2,0.535,1,1.0,4338.390223345976,0.027777777777777776,0.5,1,1
176,BID_176_1,Commercial,6.16,High,1,GPS,9,2885,27,8,5,41,0.971,2026-11-04,2026-12-09,2,0.5147935891209325,0,2.0,2135.1819757365683,0.037037037037037035,0.8739,3,1
177,BID_177_0,Government,27.68,High,10,Earth Observation,5,3043,131,9,4,8,0.591,2026-08-16,2026-09-16,2,0.8450000000000001,1,1.0,9096.286559316464,0.07633587786259542,0.2955,3,3
177,BID_177_1,Commercial,24.9,Low,5,Communications,8,3284,23,9,5,31,0.97,2026-08-16,2026-09-16,2,0.5948916184971099,0,2.0,7582.216808769793,0.21739130434782608,0.776,1,1
178,BID_178_0,Government,17.92,High,5,GPS,10,450,110,7,9,29,1.0,2026-02-09,2026-02-20,5,0.6007420733078479,0,4.0,39822.22222222222,0.045454545454545456,1.0,3,3
178,BID_178_1,Military,40.88,Medium,7,Technology Demonstration,6,690,16,9,1,30,1.0,2026-02-09,2026-02-20,5,0.7148178547335282,1,1.0,59246.3768115942,0.4375,0.6,2,5
178,BID_178_2,Military,44.47,Medium,6,Communications,10,1169,10,6,5,50,1.0,2026-02-09,2026-02-20,5,0.705,0,2.0,38041.06073567151,0.6,1.0,2,5
178,BID_178_3,Military,26.71,High,7,Technology Demonstration,5,971,36,10,10,14,0.659,2026-02-09,2026-02-20,5,0.6651574094895435,0,3.0,27507.723995880537,0.19444444444444445,0.3295,3,5
178,BID_178_4,Research,10.12,Medium,6,GPS,10,3393,90,2,10,34,0.881,2026-02-09,2026-02-20,5,0.4468922869350124,0,5.0,2982.6112584733273,0.06666666666666667,0.881,2,2
179,BID_179_0,Research,4.1,High,5,ISS Resupply,5,2343,43,7,3,44,1.0,2026-02-24,2026-05-17,3,0.5250153711023277,0,2.0,1749.8932991890736,0.11627906976744186,0.5,3,2
179,BID_179_1,Research,6.19,Low,6,Communications,9,433,41,2,10,24,0.973,2026-02-24,2026-05-17,3,0.3729622310057093,0,3.0,14295.612009237875,0.14634146341463414,0.8757,1,2
179,BID_179_2,Commercial,22.77,High,4,ISS Resupply,5,159,52,2,10,18,0.805,2026-02-24,2026-05-17,3,0.625,1,1.0,143207.54716981133,0.07692307692307693,0.4025,3,1
180,BID_180_0,Research,13.35,High,4,Weather Monitoring,9,3789,112,4,3,39,1.0,2027-01-21,2027-02-13,5,0.5541527987897126,0,2.0,3523.3570863024543,0.03571428571428571,0.9,3,2
180,BID_180_1,Military,39.66,High,7,Emergency Response,9,821,167,8,7,0,0.667,2027-01-21,2027-02-13,5,0.7999999999999999,1,1.0,48306.94275274056,0.041916167664670656,0.6003000000000001,3,5
180,BID_180_2,Research,4.04,Medium,3,Defense,5,3064,145,9,4,29,1.0,2027-01-21,2027-02-13,5,0.4054664649520928,0,4.0,1318.5378590078328,0.020689655172413793,0.5,2,2
180,BID_180_3,Research,7.47,Medium,5,Satellite Deployment,6,1023,45,8,8,11,0.658,2027-01-21,2027-02-13,5,0.44708774583963695,0,3.0,7302.052785923754,0.1111111111111111,0.3948,2,2
180,BID_180_4,Commercial,19.47,Low,1,GPS,7,1816,118,5,6,39,1.0,2027-01-21,2027-02-13,5,0.35773071104387294,0,5.0,10721.36563876652,0.00847457627118644,0.7,1,1
181,BID_181_0,Commercial,6.62,Low,5,Scientific Research,6,338,131,9,2,4,0.809,2026-02-23,2026-03-15,5,0.42272584583188,0,5.0,19585.798816568047,0.03816793893129771,0.4854,1,1
181,BID_181_1,Emergency,28.67,Critical,10,Technology Demonstration,7,3532,57,7,2,20,0.768,2026-02-23,2026-03-15,5,0.9299999999999999,1,1.0,8117.214043035107,0.17543859649122806,0.5376,4,4
181,BID_181_2,Research,3.91,High,8,Earth Observation,6,3176,63,2,8,37,1.0,2026-02-23,2026-03-15,5,0.5090948726892222,0,4.0,1231.1083123425692,0.12698412698412698,0.6,3,2
181,BID_181_3,Emergency,24.9,Critical,8,Communications,9,3827,52,8,3,29,1.0,2026-02-23,2026-03-15,5,0.8821259155912103,0,2.0,6506.401881369219,0.15384615384615385,0.9,4,4
181,BID_181_4,Government,19.61,High,7,Communications,7,1142,15,6,5,8,0.613,2026-02-23,2026-03-15,5,0.690997558423439,0,3.0,17171.628721541158,0.4666666666666667,0.4291,3,3
182,BID_182_0,Research,12.9,Medium,5,Communications,7,1384,170,10,3,36,1.0,2026-09-23,2026-11-22,5,0.597888790429774,0,2.0,9320.809248554913,0.029411764705882353,0.7,2,2
182,BID_182_1,Research,11.14,Medium,3,Earth Observation,9,4107,62,10,8,29,0.874,2026-09-23,2026-11-22,5,0.5333938856889677,0,4.0,2712.4421719016314,0.04838709677419355,0.7866,2,2
182,BID_182_2,Emergency,20.34,Critical,10,Communications,6,2781,118,7,10,9,0.864,2026-09-23,2026-11-22,5,0.8552990695613646,1,1.0,7313.915857605178,0.0847457627118644,0.5184,4,4
182,BID_182_3,Commercial,22.57,Medium,4,Satellite Deployment,5,3955,136,1,7,33,0.948,2026-09-23,2026-11-22,5,0.555,0,3.0,5706.700379266751,0.029411764705882353,0.474,2,1
182,BID_182_4,Commercial,18.17,Medium,4,Emergency Response,6,780,149,1,7,13,0.67,2026-09-23,2026-11-22,5,0.5162627381479841,0,5.0,23294.871794871793,0.026845637583892617,0.402,2,1
183,BID_183_0,Commercial,22.35,Medium,1,Emergency Response,10,2597,48,8,10,47,1.0,2026-06-03,2026-08-31,4,0.5260396975425332,0,4.0,8606.083943011166,0.020833333333333332,1.0,2,1
183,BID_183_1,Emergency,31.74,Critical,9,Scientific Research,10,3420,54,9,1,40,0.921,2026-06-03,2026-08-31,4,0.9650000000000001,1,1.0,9280.701754385966,0.16666666666666666,0.921,4,4
183,BID_183_2,Government,23.95,High,9,Satellite Deployment,7,3588,76,10,10,50,1.0,2026-06-03,2026-08-31,4,0.7636420919974795,0,2.0,6675.0278706800445,0.11842105263157894,0.7,3,3
183,BID_183_3,Commercial,17.37,Medium,5,GPS,10,549,138,6,1,7,0.685,2026-06-03,2026-08-31,4,0.5918147448015122,0,3.0,31639.344262295082,0.036231884057971016,0.685,2,1
184,BID_184_0,Government,13.17,High,7,Scientific Research,10,4677,24,7,3,21,0.782,2026-12-14,2026-12-26,5,0.6744574873096446,0,3.0,2815.9076330981397,0.2916666666666667,0.782,3,3
184,BID_184_1,Commercial,22.44,Low,4,Technology Demonstration,10,1818,64,6,6,17,0.821,2026-12-14,2026-12-26,5,0.512982233502538,0,4.0,12343.234323432343,0.0625,0.821,1,1
184,BID_184_2,Emergency,31.52,Critical,9,Satellite Deployment,5,3154,95,9,9,33,1.0,2026-12-14,2026-12-26,5,0.8750000000000001,1,1.0,9993.658845909955,0.09473684210526316,0.5,4,4
184,BID_184_3,Emergency,17.58,Critical,10,Defense,10,4465,81,10,6,43,1.0,2026-12-14,2026-12-26,5,0.8594352791878173,0,2.0,3937.2900335946247,0.12345679012345678,1.0,4,4
184,BID_184_4,Commercial,11.7,Medium,2,Emergency Response,5,756,107,3,5,4,0.573,2026-12-14,2026-12-26,5,0.3877982233502538,0,5.0,15476.190476190477,0.018691588785046728,0.2865,2,1
185,BID_185_0,Emergency,18.22,Critical,8,Communications,9,285,82,10,3,30,0.904,2026-03-30,2026-04-24,4,0.7863122775800712,0,3.0,63929.82456140351,0.0975609756097561,0.8136,4,4
185,BID_185_1,Emergency,31.36,Critical,10,Satellite Deployment,7,1648,23,7,9,41,1.0,2026-03-30,2026-04-24,4,0.8193772241992882,0,2.0,19029.126213592233,0.43478260869565216,0.7,4,4
185,BID_185_2,Military,44.96,High,8,GPS,8,4960,177,10,8,29,0.881,2026-03-30,2026-04-24,4,0.8250000000000001,1,1.0,9064.516129032258,0.04519774011299435,0.7048000000000001,3,5
185,BID_185_3,Research,3.08,Medium,5,Scientific Research,7,1957,130,6,5,49,1.0,2026-03-30,2026-04-24,4,0.422126334519573,0,4.0,1573.8375063873275,0.038461538461538464,0.7,2,2
186,BID_186_0,Emergency,27.34,Critical,8,Technology Demonstration,6,4485,80,7,3,10,0.671,2026-07-31,2026-09-12,3,0.875,1,1.0,6095.8751393534,0.1,0.4026,4,4
186,BID_186_1,Commercial,24.62,Medium,3,Technology Demonstration,6,3711,73,6,3,13,0.799,2026-07-31,2026-09-12,3,0.5901280175566935,0,2.0,6634.33036917273,0.0410958904109589,0.4794,2,1
186,BID_186_2,Commercial,10.2,Medium,3,GPS,6,3154,121,9,3,34,0.93,2026-07-31,2026-09-12,3,0.4882699341623994,0,3.0,3233.988585922638,0.024793388429752067,0.558,2,1
187,BID_187_0,Research,9.48,High,6,GPS,6,135,146,9,6,41,1.0,2026-08-27,2026-11-05,2,0.6532730455075845,0,2.0,70222.22222222222,0.0410958904109589,0.6,3,2
187,BID_187_1,Emergency,17.14,Critical,9,Technology Demonstration,10,1304,151,8,2,46,1.0,2026-08-27,2026-11-05,2,0.9500000000000002,1,1.0,13144.171779141105,0.059602649006622516,1.0,4,4
188,BID_188_0,Commercial,20.22,Low,3,Satellite Deployment,8,1905,121,6,2,20,0.717,2026-04-13,2026-06-29,2,0.5650000000000001,0,2.0,10614.173228346457,0.024793388429752067,0.5736,1,1
188,BID_188_1,Research,14.56,Medium,7,Defense,6,2376,57,1,2,34,1.0,2026-04-13,2026-06-29,2,0.5800197823936697,1,1.0,6127.946127946128,0.12280701754385964,0.6,2,2
189,BID_189_0,Research,10.59,High,6,GPS,9,4290,21,6,7,9,0.805,2026-10-21,2026-12-17,2,0.6652785923753665,0,2.0,2468.5314685314684,0.2857142857142857,0.7245,3,2
189,BID_189_1,Emergency,17.05,Critical,9,Earth Observation,7,199,79,8,5,28,1.0,2026-10-21,2026-12-17,2,0.9050000000000001,1,1.0,85678.39195979899,0.11392405063291139,0.7,4,4
190,BID_190_0,Emergency,33.74,Critical,9,Weather Monitoring,6,3572,113,10,10,5,0.593,2026-05-22,2026-07-24,2,0.89,1,1.0,9445.68868980963,0.07964601769911504,0.35579999999999995,4,4
190,BID_190_1,Government,23.76,Low,8,Defense,7,641,158,6,1,26,0.952,2026-05-22,2026-07-24,2,0.5860521636040309,0,2.0,37067.08268330733,0.05063291139240506,0.6663999999999999,1,3
191,BID_191_0,Military,29.03,High,9,Technology Demonstration,6,1732,54,8,9,31,0.823,2026-09-01,2026-09-30,4,0.8000000000000002,0,2.0,16760.96997690531,0.16666666666666666,0.49379999999999996,3,5
191,BID_191_1,Government,11.35,High,9,Weather Monitoring,8,4681,125,6,1,9,0.669,2026-09-01,2026-09-30,4,0.6877437133999312,0,3.0,2424.695577867977,0.072,0.5352,3,3
191,BID_191_2,Emergency,21.92,Critical,8,Weather Monitoring,8,1569,132,6,2,48,1.0,2026-09-01,2026-09-30,4,0.8287702376851533,1,1.0,13970.68196303378,0.06060606060606061,0.8,4,4
191,BID_191_3,Commercial,17.42,Low,5,GPS,9,4036,151,7,5,40,1.0,2026-09-01,2026-09-30,4,0.5100172235618327,0,4.0,4316.15460852329,0.033112582781456956,0.9,1,1
192,BID_192_0,Military,46.15,High,6,Weather Monitoring,6,4864,21,8,8,44,0.981,2026-08-11,2026-10-22,2,0.7450000000000001,1,1.0,9488.075657894737,0.2857142857142857,0.5886,3,5
192,BID_192_1,Research,14.63,High,3,Weather Monitoring,7,3536,169,6,1,18,0.767,2026-08-11,2026-10-22,2,0.5392524377031419,0,2.0,4137.443438914027,0.01775147928994083,0.5368999999999999,3,2
193,BID_193_0,Research,4.56,High,3,Technology Demonstration,6,4554,89,6,5,17,0.876,2026-10-22,2026-11-22,2,0.5386749285033364,0,2.0,1001.3175230566535,0.033707865168539325,0.5256,3,2
193,BID_193_1,Government,10.49,Low,5,Defense,9,2980,43,7,9,18,0.792,2026-10-22,2026-11-22,2,0.59,1,1.0,3520.1342281879197,0.11627906976744186,0.7128000000000001,1,3
194,BID_194_0,Research,6.88,Medium,3,Communications,6,4223,63,4,9,39,1.0,2026-08-30,2026-10-19,5,0.3548979355138019,0,5.0,1629.173573289131,0.047619047619047616,0.6,2,2
194,BID_194_1,Military,43.11,High,10,Defense,10,1033,113,6,2,8,0.857,2026-08-30,2026-10-19,5,0.875,1,1.0,41732.81703775412,0.08849557522123894,0.857,3,5
194,BID_194_2,Emergency,23.92,Critical,9,Weather Monitoring,10,3070,42,10,9,48,1.0,2026-08-30,2026-10-19,5,0.8237149153328694,0,2.0,7791.530944625407,0.21428571428571427,1.0,4,4
194,BID_194_3,Research,6.28,High,8,Weather Monitoring,5,1071,63,3,3,44,1.0,2026-08-30,2026-10-19,5,0.5364184643934122,0,3.0,5863.678804855275,0.12698412698412698,0.5,3,2
194,BID_194_4,Research,8.11,Medium,4,Scientific Research,5,3580,35,2,1,49,1.0,2026-08-30,2026-10-19,5,0.3920308513106008,0,4.0,2265.36312849162,0.11428571428571428,0.5,2,2
195,BID_195_0,Commercial,8.27,Medium,1,Defense,9,585,127,2,5,2,0.54,2026-02-22,2026-03-26,5,0.37624396967608553,0,4.0,14136.752136752137,0.007874015748031496,0.48600000000000004,2,1
195,BID_195_1,Commercial,18.87,Low,1,ISS Resupply,9,1782,157,4,3,42,1.0,2026-02-22,2026-03-26,5,0.42256030323914545,0,3.0,10589.225589225589,0.006369426751592357,0.9,1,1
195,BID_195_2,Commercial,6.65,Medium,2,Weather Monitoring,9,2949,97,3,9,49,1.0,2026-02-22,2026-03-26,5,0.37228807718814616,0,5.0,2255.0016954899966,0.020618556701030927,0.9,2,1
195,BID_195_3,Research,10.85,Medium,7,Technology Demonstration,5,911,155,1,9,13,0.845,2026-02-22,2026-03-26,5,0.44847002067539626,0,2.0,11909.989023051592,0.04516129032258064,0.4225,2,2
195,BID_195_4,Government,29.02,Medium,6,Defense,5,908,61,9,6,44,1.0,2026-02-22,2026-03-26,5,0.68,1,1.0,31960.35242290749,0.09836065573770492,0.5,2,3
196,BID_196_0,Research,8.19,High,5,Earth Observation,8,1855,138,4,7,7,0.798,2027-01-11,2027-01-31,5,0.5190397923875433,0,3.0,4415.094339622641,0.036231884057971016,0.6384000000000001,3,2
196,BID_196_1,Government,18.39,High,5,Emergency Response,5,4357,41,8,5,35,1.0,2027-01-11,2027-01-31,5,0.6125692041522491,0,2.0,4220.794124397521,0.12195121951219512,0.5,3,3
196,BID_196_2,Commercial,12.95,Low,3,Emergency Response,5,3252,79,8,10,47,1.0,2027-01-11,2027-01-31,5,0.35835351787773934,0,5.0,3982.1648216482163,0.0379746835443038,0.5,1,1
196,BID_196_3,Emergency,34.68,Critical,8,Defense,8,2480,116,6,8,43,1.0,2027-01-11,2027-01-31,5,0.8600000000000001,1,1.0,13983.870967741936,0.06896551724137931,0.8,4,4
196,BID_196_4,Commercial,13.19,Medium,4,ISS Resupply,8,3688,140,2,2,9,0.708,2027-01-11,2027-01-31,5,0.4650836216839678,0,4.0,3576.46420824295,0.02857142857142857,0.5664,2,1
197,BID_197_0,Government,14.6,Medium,6,GPS,6,4973,110,7,7,46,1.0,2026-04-28,2026-05-13,2,0.5893908265647396,0,2.0,2935.853609491253,0.05454545454545454,0.6,2,3
197,BID_197_1,Military,20.93,High,10,Weather Monitoring,10,3378,98,10,7,31,0.963,2026-04-28,2026-05-13,2,0.89,1,1.0,6195.973949082298,0.10204081632653061,0.963,3,5
198,BID_198_0,Commercial,12.37,Medium,3,Emergency Response,8,1990,167,3,1,6,0.781,2026-09-21,2026-10-11,3,0.578865836791148,0,2.0,6216.08040201005,0.017964071856287425,0.6248,2,1
198,BID_198_1,Commercial,14.46,High,4,Satellite Deployment,6,3234,161,6,3,19,0.877,2026-09-21,2026-10-11,3,0.7100000000000001,1,1.0,4471.243042671614,0.024844720496894408,0.5262,3,1
198,BID_198_2,Commercial,8.71,Medium,1,Defense,8,3917,58,5,8,31,0.961,2026-09-21,2026-10-11,3,0.4605878284923928,0,3.0,2223.6405412305335,0.017241379310344827,0.7688,2,1
199,BID_199_0,Commercial,20.53,Medium,1,Earth Observation,5,3242,122,6,7,28,0.918,2026-11-04,2027-01-19,4,0.4815007267441861,0,3.0,6332.5107958050585,0.00819672131147541,0.459,2,1
199,BID_199_1,Commercial,21.9,Medium,2,Defense,10,2582,49,8,7,8,0.674,2026-11-04,2027-01-19,4,0.5839462209302325,0,2.0,8481.797056545314,0.04081632653061224,0.674,2,1
199,BID_199_2,Emergency,27.52,Critical,9,ISS Resupply,9,4118,175,10,10,30,0.943,2026-11-04,2027-01-19,4,0.92,1,1.0,6682.855755220981,0.05142857142857143,0.8487,4,4
199,BID_199_3,Research,4.57,Low,7,Satellite Deployment,8,2257,133,10,7,39,1.0,2026-11-04,2027-01-19,4,0.451515261627907,0,4.0,2024.8116969428445,0.05263157894736842,0.8,1,2
200,BID_200_0,Commercial,23.42,Medium,5,Satellite Deployment,6,3101,96,10,1,48,1.0,2026-07-15,2026-07-29,4,0.5993184619176732,0,3.0,7552.402450822316,0.052083333333333336,0.6,2,1
200,BID_200_1,Government,25.93,High,8,ISS Resupply,8,2927,98,8,1,42,0.993,2026-07-15,2026-07-29,4,0.7497855558294307,0,2.0,8858.899897505979,0.08163265306122448,0.7944,3,3
200,BID_200_2,Research,4.41,Low,8,Weather Monitoring,9,795,23,5,2,21,0.761,2026-07-15,2026-07-29,4,0.4421752526497412,0,4.0,5547.169811320755,0.34782608695652173,0.6849000000000001,1,2
200,BID_200_3,Military,40.57,High,8,Satellite Deployment,8,3560,152,9,5,1,0.719,2026-07-15,2026-07-29,4,0.8300000000000001,1,1.0,11396.067415730337,0.05263157894736842,0.5752,3,5
201,BID_201_0,Military,26.02,High,9,GPS,9,900,132,7,6,31,0.961,2026-07-13,2026-09-06,2,0.835,1,1.0,28911.11111111111,0.06818181818181818,0.8649,3,5
201,BID_201_1,Government,11.28,High,6,Technology Demonstration,7,3076,118,9,2,34,0.904,2026-07-13,2026-09-06,2,0.6533781706379708,0,2.0,3667.1001300390117,0.05084745762711865,0.6328,3,3
202,BID_202_0,Military,28.07,High,9,Communications,9,853,155,10,6,17,0.69,2026-02-25,2026-04-11,4,0.8358844822159269,1,1.0,32907.3856975381,0.05806451612903226,0.621,3,5
202,BID_202_1,Military,29.31,High,9,Earth Observation,6,2945,26,10,5,27,0.969,2026-02-25,2026-04-11,4,0.8206421152030217,0,2.0,9952.461799660441,0.34615384615384615,0.5813999999999999,3,5
202,BID_202_2,Government,10.23,Low,6,Earth Observation,8,2158,166,9,9,11,0.874,2026-02-25,2026-04-11,4,0.45050047214353167,0,4.0,4740.50046339203,0.03614457831325301,0.6992,1,3
202,BID_202_3,Military,31.77,High,7,Technology Demonstration,8,1844,176,8,9,39,1.0,2026-02-25,2026-04-11,4,0.7800000000000001,0,3.0,17228.850325379608,0.03977272727272727,0.8,3,5
203,BID_203_0,Commercial,17.0,Low,5,Communications,7,3888,44,4,3,47,1.0,2026-11-17,2027-02-12,5,0.486015625,0,5.0,4372.427983539094,0.11363636363636363,0.7,1,1
203,BID_203_1,Government,23.9,High,8,Earth Observation,7,627,169,9,5,18,0.874,2026-11-17,2027-02-12,5,0.8033984375,1,1.0,38118.02232854864,0.047337278106508875,0.6118,3,3
203,BID_203_2,Government,25.6,Low,10,Technology Demonstration,6,3424,68,7,4,1,0.584,2026-11-17,2027-02-12,5,0.6849999999999999,0,3.0,7476.6355140186915,0.14705882352941177,0.3504,1,3
203,BID_203_3,Government,19.61,Medium,8,Emergency Response,9,3672,115,7,3,17,0.711,2026-11-17,2027-02-12,5,0.6965039062499999,0,2.0,5340.41394335512,0.06956521739130435,0.6399,2,3
203,BID_203_4,Government,14.84,High,7,Defense,6,445,131,6,2,20,0.88,2026-11-17,2027-02-12,5,0.669921875,0,4.0,33348.31460674157,0.05343511450381679,0.528,3,3
204,BID_204_0,Commercial,7.85,Low,4,Scientific Research,6,1016,153,9,2,33,1.0,2026-08-28,2026-10-20,2,0.39592112091333687,0,2.0,7726.377952755905,0.026143790849673203,0.6,1,1
204,BID_204_1,Military,38.54,High,10,Weather Monitoring,8,839,67,6,6,21,0.96,2026-08-28,2026-10-20,2,0.8350000000000002,1,1.0,45935.63766388558,0.14925373134328357,0.768,3,5
205,BID_205_0,Research,9.72,Low,4,ISS Resupply,6,1853,77,8,7,16,0.919,2026-06-01,2026-08-01,5,0.4159285091543157,0,4.0,5245.547760388559,0.05194805194805195,0.5514,1,2
205,BID_205_1,Commercial,11.53,Low,4,Defense,7,1025,88,9,7,30,1.0,2026-06-01,2026-08-01,5,0.4556538796861378,0,3.0,11248.780487804877,0.045454545454545456,0.7,1,1
205,BID_205_2,Government,11.76,Medium,6,GPS,8,3112,85,10,1,47,1.0,2026-06-01,2026-08-01,5,0.6231604184829992,0,2.0,3778.9203084832907,0.07058823529411765,0.8,2,3
205,BID_205_3,Commercial,5.66,Low,2,Weather Monitoring,9,3251,86,6,2,34,1.0,2026-06-01,2026-08-01,5,0.36668265039232784,0,5.0,1741.0027683789604,0.023255813953488372,0.9,1,1
205,BID_205_4,Emergency,22.94,Critical,9,Satellite Deployment,8,2193,84,7,5,13,0.888,2026-06-01,2026-08-01,5,0.905,1,1.0,10460.556315549476,0.10714285714285714,0.7104,4,4
206,BID_206_0,Government,12.65,High,10,Earth Observation,5,2344,27,9,7,21,0.925,2026-09-13,2026-12-09,3,0.7483076104310804,1,1.0,5396.757679180887,0.37037037037037035,0.4625,3,3
206,BID_206_1,Commercial,18.79,Medium,2,Weather Monitoring,9,643,97,7,10,46,1.0,2026-09-13,2026-12-09,3,0.6,0,3.0,29222.39502332815,0.020618556701030927,0.9,2,1
206,BID_206_2,Government,14.0,Medium,8,Satellite Deployment,5,1605,168,7,1,25,0.81,2026-09-13,2026-12-09,3,0.6612692921766898,0,2.0,8722.741433021807,0.047619047619047616,0.405,2,3
207,BID_207_0,Commercial,7.09,Medium,1,Scientific Research,6,4330,173,3,10,43,1.0,2026-07-11,2026-09-29,4,0.31256524317912215,0,4.0,1637.4133949191687,0.005780346820809248,0.6,2,1
207,BID_207_1,Government,24.13,Low,8,Emergency Response,10,1193,73,10,6,18,0.74,2026-07-11,2026-09-29,4,0.6338997627520759,0,2.0,20226.320201173512,0.1095890410958904,0.74,1,3
207,BID_207_2,Emergency,33.72,Critical,9,Scientific Research,8,3191,153,6,1,35,1.0,2026-07-11,2026-09-29,4,0.9150000000000001,1,1.0,10567.220307113757,0.058823529411764705,0.8,4,4
207,BID_207_3,Research,3.62,Medium,3,Emergency Response,6,2244,50,1,7,39,1.0,2026-07-11,2026-09-29,4,0.32183867141162514,0,3.0,1613.1907308377897,0.06,0.6,2,2
208,BID_208_0,Government,24.18,High,6,Technology Demonstration,5,215,141,9,8,7,0.637,2026-04-18,2026-05-06,4,0.745,0,3.0,112465.11627906977,0.0425531914893617,0.3185,3,3
